score_num,ranking,movie_name,score
212,8.4,发条橙,180520人评价
213,9.2,城市之光,41646人评价
214,8.4,美国丽人,178915人评价
215,8.6,叫我第一名,105369人评价
216,8.4,无耻混蛋,216182人评价
217,8.3,穆赫兰道,226978人评价
218,8.6,非常嫌疑犯,112144人评价
219,8.2,初恋这件小事,442302人评价
220,8.9,勇士,84980人评价
221,8.5,模仿游戏,243466人评价
222,8.6,上帝也疯狂,93017人评价
223,8.3,蓝色大门,266325人评价
224,9.0,爱·回家,45693人评价
225,8.8,爱在午夜降临前,110077人评价
226,8.6,无敌破坏王,178237人评价
227,8.6,大卫·戈尔的一生,87075人评价
228,8.5,血钻,125194人评价
229,8.8,房间,141076人评价
230,8.3,国王的演讲,326177人评价
231,8.6,枪火,95579人评价
232,8.2,疯狂的石头,298933人评价
233,8.5,麦兜故事,123338人评价
234,8.3,曾经,197240人评价
235,8.4,暖暖内含光,139531人评价
236,8.7,头脑特工队,210538人评价
237,8.7,千钧一发,81131人评价
238,8.5,遗愿清单,121274人评价
239,8.5,荒岛余生,127417人评价
240,8.6,蝴蝶,92842人评价
241,8.6,巴黎淘气帮,102032人评价
242,8.9,与狼共舞,54380人评价
243,8.5,月球,138004人评价
244,8.5,偷拐抢骗,112300人评价
245,9.0,我爱你,53337人评价
246,8.4,彗星来的那一夜,162760人评价
247,8.8,步履不停,62390人评价
248,8.8,寿司之神,78946人评价
249,8.3,夜访吸血鬼,191456人评价
250,8.6,廊桥遗梦,94682人评价
